"POINT_ID","coarse","clay","silt","sand","pH_in_H2O","pH_in_CaCl","OC","CaCO3","N","P","K","CEC","Notes","sample_ID","GPS_LAT","GPS_LONG","X","Y"
"47002806.00","10",19,40,41,4.92,4.18,58.1,1,4.9,17.1,141.3,5.8,NA,"382",48.24957,15.10567,15.10567,48.24957
"46982766.00","18",26,66,8,7.42,7.15,120.8,217,7.2,0,72.6,60.3,NA,"239",47.89182,15.04298,15.04298,47.89182
"46962838.00","32",12,27,62,6.09,5.71,22,1,2,22.8,75.8,10.2,NA,"155",48.53914,15.08086,15.08086,48.53914
"46962744.00","27",0,0,0,7.49,6.96,227.8,241,11.1,16.3,91.4,96.2,NA,"265",47.69557,14.99701,14.99701,47.69557
"46962618.00","33",19,44,37,4.19,3.68,33.3,1,2,15.2,90.9,9.8,NA,"20703",46.56417,14.89002,14.89002,46.56417
"46942878.00","19",12,39,50,4.01,3.3,52,0,2.6,21.4,62.5,6.8,NA,"341",48.89921,15.09048,15.09048,48.89921
"46942846.00","20",15,23,62,3.85,3.33,100.2,0,4.1,23.6,160.1,11.3,NA,"156",48.61214,15.06112,15.06112,48.61214
"46922800.00","9",10,26,64,5.23,4.98,22.9,0,2.4,24.2,81.8,10.4,NA,"228",48.20063,14.99286,14.99286,48.20063
"46902858.00","26",11,30,59,5.92,4.82,21.1,0,2,32.4,193.2,7.6,NA,"152",48.72225,15.01784,15.01784,48.72225
"46902810.00","30",16,38,46,5.89,5.64,29.7,1,2.9,41.5,168.7,11.7,NA,"227",48.29155,14.97484,14.97484,48.29155
"46902756.00","15",31,67,2,5.2,4.7,22.5,3,2.6,0,100.8,7.4,NA,"240",47.80693,14.92761,14.92761,47.80693
"46882726.00","14",19,39,41,4.44,4.14,25.3,1,2.1,0,122.2,8.4,NA,"316",47.53878,14.8754,14.8754,47.53878
"46882710.00","6",8,57,35,5.78,5.07,21.2,1,2.2,14.6,28.9,7,NA,"280",47.39512,14.8619,14.8619,47.39512
"46882650.00","12",20,35,45,6.41,6.06,27.3,0,2.5,32.3,100.1,15.2,NA,"11",46.85632,14.81198,14.81198,46.85632
"46862842.00","27",16,28,56,6.07,5.26,31.9,2,2.8,29.1,464.6,10.3,NA,"157",48.58115,14.94929,14.94929,48.58115
"46862684.00","14",17,43,40,5.53,5.13,38.4,1,2.9,0,68.6,17.2,NA,"281",47.16287,14.81385,14.81385,47.16287
"46862636.00","13",19,38,43,6.26,6.1,42.4,0,3.9,75.6,757,29.3,NA,"18",46.73172,14.77444,14.77444,46.73172
"46862630.00","9",7,55,38,6.67,6.31,15.3,0,1.4,0,47,13.7,NA,"16",46.67797,14.76969,14.76969,46.67797
"46842852.00","12",20,26,54,6.5,6.19,44.5,5,4.3,19.8,546,18,NA,"151",48.6721,14.9311,14.9311,48.6721
"46842682.00","2",9,38,53,5.72,5.34,22,0,2.1,22.1,76.1,11,NA,"278",47.14589,14.78615,14.78615,47.14589
"46822852.00","28",13,27,60,3.85,3.27,108.3,1,4.2,69,110.5,13.2,NA,"210",48.67327,14.90403,14.90403,48.67327
"46822808.00","20",23,40,37,4.22,3.95,56.2,0,4.8,35.3,136.9,11.3,NA,"229",48.27839,14.86554,14.86554,48.27839
"46822790.00","35",21,38,41,7.74,7.17,29.3,67,2.2,59.5,223.9,18.3,NA,"212",48.11686,14.85003,14.85003,48.11686
"46782820.00","39",16,28,56,5.76,4.85,26.3,1,2.4,80,125.2,9.4,NA,"226",48.38832,14.82236,14.82236,48.38832
"46782778.00","29",36,44,20,6.22,5.81,28.2,2,2.8,80.3,359.2,21.5,NA,"244",48.01149,14.78626,14.78626,48.01149
"46782766.00","10",39,56,5,4.86,4.39,35.5,2,2.9,0,166.4,18.2,NA,"242",47.90374,14.77618,14.77618,47.90374
"46742854.00","27",34,35,31,4.86,4.21,82.2,1,6.7,22.6,199.6,10.1,NA,"211",48.69593,14.79731,14.79731,48.69593
"46742758.00","9",30,65,5,5.5,5.08,24.8,0,2.8,11.4,82.8,14.8,NA,"241",47.83426,14.71613,14.71613,47.83426
"46722832.00","11",9,26,65,4.14,3.73,53.8,2,3.6,31.2,98.9,5.5,NA,"174",48.49965,14.75141,14.75141,48.49965
"46722822.00","44",13,25,62,5.37,5.12,54.6,0,4.3,28.1,85.9,13.5,NA,"176",48.40991,14.74291,14.74291,48.40991
"46722792.00","16",35,59,6,5.71,5.26,22.8,0,2.4,18.6,175.2,19.8,NA,"213",48.14063,14.71768,14.71768,48.14063
"46722786.00","13",23,61,16,6.6,6.36,15.8,1,1.9,85.1,198.6,15.3,NA,"216",48.08677,14.71266,14.71266,48.08677
"46702646.00","28",13,32,54,5.33,5.04,36.7,0,3.9,19.3,88.5,18.9,NA,"27",46.83061,14.5734,14.5734,46.83061
"46682824.00","27",16,30,54,4.23,3.71,50.9,2,2.4,32.5,93.7,8.8,NA,"175",48.43018,14.69066,14.69066,48.43018
"46682788.00","11",20,47,32,5.09,4.78,14.1,1,1.7,72.7,260.9,8,NA,"215",48.10699,14.66075,14.66075,48.10699
"46682636.00","18",23,48,29,5.75,5.45,35.7,2,2.6,0,43.2,18.1,NA,"23",46.74185,14.53951,14.53951,46.74185
"46662794.00","14",43,52,4,4.42,4.12,44.5,0,3.6,24.4,386.8,20.6,NA,"214",48.16199,14.63893,14.63893,48.16199
"46662780.00","3",35,51,15,6.18,5.83,34.4,1,3.3,18.4,94.7,22.1,NA,"217",48.0363,14.6274,14.6274,48.0363
"46642802.00","8",19,42,39,5.61,5.29,42.6,0,3.3,59.9,253.2,14.9,NA,"225",48.23492,14.61852,14.61852,48.23492
"46642772.00","15",27,45,27,5.69,4.7,18.4,0,2,0,196.2,11.1,NA,"269",47.96561,14.59413,14.59413,47.96561
"46622638.00","24",16,38,46,7.43,7.1,22.9,77,2,60.2,96.9,15.6,NA,"31",46.76313,14.46271,14.46271,46.76313
"46602762.00","12",43,50,7,5.61,5.19,38.6,2,3.4,0,195.6,31.1,NA,"243",47.87805,14.53267,14.53267,47.87805
"46602618.00","27",16,36,48,7.6,7.2,28.6,111,2.7,11.3,56.6,18.9,NA,"24",46.58448,14.42158,14.42158,46.58448
"46582774.00","8",32,53,15,5.88,5.07,24.3,0,2.6,10.1,94.3,17,NA,"268",47.98689,14.51555,14.51555,47.98689
"46582638.00","29",17,37,46,7.58,7.14,20.7,95,1.8,12.8,151.4,15.4,NA,"30",46.76525,14.4099,14.4099,46.76525
"46562790.00","5",14,77,9,7.58,7.1,12.5,2,1.5,37.5,254.3,11.2,NA,"218",48.13165,14.50153,14.50153,48.13165
"46562632.00","12",19,40,41,6.52,6.16,21.1,0,1.9,38.2,66,14.1,NA,"32",46.71286,14.38137,14.38137,46.71286
"46542804.00","14",18,74,7,7.66,7.12,17.8,117,1.6,31.2,190.4,13.7,NA,"224",48.25844,14.48716,14.48716,48.25844
"46542614.00","8",9,40,51,7.74,7.3,37.9,174,2.3,0,42.9,17.6,NA,"25",46.55171,14.34057,14.34057,46.55171
"46522836.00","27",40,26,34,5.41,5.14,74.1,0,6.8,39.7,331.3,19.4,NA,"158",48.54683,14.4845,14.4845,48.54683
"46522722.00","36",12,49,39,6.36,5.83,31.7,3,3.4,20.5,69.6,7,NA,"235",47.52314,14.39511,14.39511,47.52314
"46522640.00","37",10,44,47,4.31,3.55,36.8,1,1.9,33.1,65.9,8.1,NA,"35",46.78643,14.33363,14.33363,46.78643
"46522632.00","28",14,35,51,7.29,7.09,42.1,68,3.5,17.3,90.9,22.6,NA,"33",46.71455,14.32761,14.32761,46.71455
"46522628.00","9",24,45,30,5.62,5.27,169.8,0,12.8,29.7,142.5,67.3,NA,"29",46.67859,14.32471,14.32471,46.67859
"46522626.00","18",13,38,49,5.9,5.52,38.1,2,3.2,0,47.8,16,NA,"28",46.66061,14.32331,14.32331,46.66061
"46502820.00","19",11,23,65,4.33,3.81,78.6,0,4.4,97.3,331.1,9.2,NA,"190",48.40425,14.44473,14.44473,48.40425
"46502798.00","3",28,68,4,6.57,6.26,21.8,2,2.3,41.7,181.4,20.3,NA,"219",48.20674,14.42735,14.42735,48.20674
"46502784.00","2",38,54,8,6.94,6.18,37,2,3.7,37,168.6,28.3,NA,"222",48.08103,14.41637,14.41637,48.08103
"46502766.00","4",25,59,16,7.84,7.24,31.3,106,1.4,0,106.5,21.5,NA,"270",47.91938,14.40238,14.40238,47.91938
"46482830.00","10",17,31,52,5.38,5.06,31.7,0,3,18.4,86.9,12,NA,"159",48.49513,14.42566,14.42566,48.49513
"46482646.00","15",10,43,47,6.98,6.72,37.7,5,3.8,19.2,271.6,18.3,NA,"36",46.84252,14.28515,14.28515,46.84252
"46482614.00","23",12,51,37,7.83,7.38,42.6,95,3.9,13.8,59.5,25,NA,"20",46.55484,14.26247,14.26247,46.55484
"46442722.00","22",16,49,35,5.61,5.26,44.7,2,4.9,15.2,32.3,15.2,NA,"236",47.52776,14.28916,14.28916,47.52776
"46422762.00","16",53,38,9,7.24,7.06,105.1,200,6.9,15.1,186.4,66.2,NA,"267",47.8877,14.2925,14.2925,47.8877
"46422682.00","3",23,73,4,5.28,4.9,42.6,0,4,12.2,68.7,16.7,NA,"275",47.16906,14.23314,14.23314,47.16906
"46422624.00","18",16,41,42,5.19,4.54,22.7,0,2.2,22.1,54.6,5.8,NA,"26",46.64781,14.19147,14.19147,46.64781
"46382836.00","19",15,22,64,4.06,3.52,48.6,1,2.3,26.1,54.1,9.8,NA,"161",48.55431,14.29521,14.29521,48.55431
"46382834.00","8",15,27,58,5.78,5.45,28.9,1,2.9,16.2,70.9,9.9,NA,"160",48.53634,14.29369,14.29369,48.53634
"46382830.00","17",23,53,24,5.24,4.95,47.6,0,4.8,47.9,81.9,14.2,NA,"168",48.50043,14.29061,14.29061,48.50043
"46382776.00","9",32,58,10,6.25,5.88,21.9,2,2.1,84.6,324.5,16.8,NA,"223",48.01552,14.24961,14.24961,48.01552
"46382758.00","28",45,45,10,7.01,6.94,162.3,155,9.2,11,206.9,82.2,NA,"266",47.85385,14.23615,14.23615,47.85385
"46362822.00","13",0,0,0,4.13,3.12,330.3,0,15.3,97.7,528.3,30.9,NA,"191",48.42971,14.2576,14.2576,48.42971
"46362810.00","11",18,38,44,4.12,3.77,37.6,1,2.9,16.4,131.6,7.7,NA,"197",48.32187,14.24839,14.24839,48.32187
"46362804.00","9",17,78,4,6.46,6.08,10.8,1,1.2,26.3,125.2,10.2,NA,"196",48.2681,14.24426,14.24426,48.2681
"46362610.00","38",0,0,0,6.77,6.45,294.5,242,11.4,40.9,155.2,87.6,NA,"38",46.52496,14.10356,14.10356,46.52496
"46342786.00","13",19,67,13,6.97,6.33,10.7,0,1.4,52.2,139.1,12.7,NA,"220",48.10767,14.20356,14.20356,48.10767
"46322834.00","13",18,31,51,5.34,5.08,29.9,1,2.7,24.9,264,7,NA,"162",48.53947,14.21256,14.21256,48.53947
"46302720.00","16",18,79,3,5.28,4.71,97,0,6.9,16.4,67.1,13.7,NA,"233",47.51706,14.10154,14.10154,47.51706
"46302632.00","10",15,59,26,5.74,5.41,49.2,1,5.3,23.6,93.3,14.2,NA,"37",46.72568,14.04057,14.04057,46.72568
"46282798.00","8",21,76,3,6.29,5.99,14.6,1,1.7,62.8,266.2,14.7,NA,"221",48.2182,14.13185,14.13185,48.2182
"46262794.00","9",21,44,35,7.56,7.22,55,246,3.9,32.3,74,31.3,NA,"179",48.18349,14.10229,14.10229,48.18349
"46262782.00","14",33,65,2,6.59,6.37,48.1,2,3.9,10.4,74.4,32.6,NA,"178",48.07552,14.09335,14.09335,48.07552
"46262776.00","9",21,55,24,7.22,6.84,19.8,17,2.1,17.4,68,17.8,NA,"253",48.02105,14.08901,14.08901,48.02105
"46262620.00","12",16,36,48,6.97,6.71,44.5,11,4.3,127.6,130.5,24.4,NA,"34",46.61979,13.98016,13.98016,46.61979
"46242762.00","9",32,48,20,4.32,3.66,31.9,1,2,0,82.4,14.9,NA,"271",47.8969,14.0524,14.0524,47.8969
"46222818.00","23",19,32,50,5.24,4.83,35.5,0,3.5,27.6,919.7,11.2,NA,"195",48.40083,14.06571,14.06571,48.40083
"46222796.00","17",33,66,1,6.37,6.04,21.4,0,2.7,53.1,111.4,24.1,NA,"180",48.20322,14.0498,14.0498,48.20322
"46202830.00","15",20,30,50,6.04,5.78,29,0,2.9,12.1,68.1,14.9,NA,"166",48.50959,14.04741,14.04741,48.50959
"46202812.00","3",15,45,40,7.54,7.05,10.8,8,1.2,37,94,10.1,NA,"189",48.34792,14.03445,14.03445,48.34792
"46202808.00","7",16,45,38,7.71,7.22,17.9,100,1.5,52.4,105.9,11.9,NA,"188",48.31194,14.03181,14.03181,48.31194
"46202782.00","4",22,70,7,6.87,6.42,18.9,0,2.1,27.5,254.7,17.9,NA,"177",48.07874,14.01425,14.01425,48.07874
"46182828.00","5",20,30,50,5.34,4.96,37.2,1,3.9,33.2,101.2,12.9,NA,"167",48.49261,14.01894,14.01894,48.49261
"46182814.00","7",14,70,16,6.45,6.01,11.6,2,1.3,73.6,160.5,7.5,NA,"187",48.36692,14.00876,14.00876,48.36692
"46182722.00","16",28,47,25,5.79,5.5,44.6,1,3.7,11.4,84.7,20.9,NA,"232",47.5405,13.94404,13.94404,47.5405
"46162710.00","15",12,55,33,7.08,6.79,56.3,77,5.5,18.8,28.6,22.3,NA,"234",47.4335,13.9098,13.9098,47.4335
"46142788.00","15",22,50,28,7.41,6.97,14,4,1.5,60.3,119.6,19.9,NA,"181",48.13526,13.93676,13.93676,48.13526
"46102852.00","24",15,33,52,4.71,4.31,139.5,1,9.1,56.2,147.6,13,NA,"163",48.71204,13.92779,13.92779,48.71204
"46102812.00","8",13,43,44,5.59,4.93,13.4,1,1.5,27.8,122.5,7.1,NA,"194",48.35277,13.89967,13.89967,48.35277
"46102762.00","26",34,53,13,6.04,5.66,40,0,2.9,0,80.8,28.1,NA,"102",47.9036,13.86532,13.86532,47.9036
"46102726.00","50",11,23,66,4.43,3.96,41,0,2.4,22.5,72.6,9.8,"many stones","231",47.58012,13.84104,13.84104,47.58012
"46102610.00","19",25,46,28,3.73,3.16,145,0,7.2,48.1,59.4,19.2,NA,"42",46.53735,13.76542,13.76542,46.53735
"46082830.00","12",21,36,43,6.04,5.77,21.6,0,2.3,43.8,364.6,12.7,NA,"165",48.5155,13.88532,13.88532,48.5155
"46082776.00","13",21,73,6,7.24,6.71,18.9,6,2,62.8,203.1,14.6,NA,"90",48.03031,13.8481,13.8481,48.03031
"46082614.00","1",9,22,69,7.22,6.94,37.3,71,3.1,0,28.2,14,NA,"45",46.57426,13.74185,13.74185,46.57426
"46062818.00","7",17,30,53,5.1,4.78,25,1,2.5,23.4,189.3,7.3,NA,"186",48.40854,13.84996,13.84996,48.40854
"46042842.00","13",20,33,47,5.36,4.55,30.8,1,3,15.5,82.2,7.9,NA,"164",48.62505,13.83943,13.83943,48.62505
"46022826.00","10",18,30,52,4.98,4.7,31.6,0,3,28.7,124.5,6,NA,"185",48.48233,13.80135,13.80135,48.48233
"46022802.00","12",24,70,6,5.56,5.31,28.7,1,3.1,21.4,95.2,13.3,NA,"193",48.26668,13.78517,13.78517,48.26668
"46002792.00","2",23,54,23,7.32,6.82,37.8,80,2.6,17.4,150.4,28.4,NA,"183",48.17778,13.75163,13.75163,48.17778
"46002732.00","2",55,43,2,6.58,5.8,45.3,9,2.7,0,224.7,35.3,NA,"230",47.6386,13.71218,13.71218,47.6386
"45982782.00","5",16,41,44,4.03,3.45,59.3,1,3.2,16.2,68.9,13.4,NA,"182",48.08886,13.71813,13.71813,48.08886
"45982612.00","42",19,39,42,5.27,4.97,29.3,0,3.2,17.8,56.6,11.2,NA,"44",46.56073,13.61049,13.61049,46.56073
"45962824.00","4",0,0,0,3.94,3.25,287.4,0,17.2,36.1,258.5,37.9,NA,"171",48.46707,13.71906,13.71906,48.46707
"45962820.00","8",22,35,44,4.84,4.5,34.4,0,2.8,21,115.3,8.9,NA,"184",48.43113,13.71639,13.71639,48.43113
"45942634.00","10",9,46,45,7.31,7.06,30.9,27,2.8,24.8,95.1,15,NA,"41",46.7603,13.57171,13.57171,46.7603
"45922802.00","9",25,69,6,7.41,7.08,23.7,8,2.7,12.2,106,23.9,NA,"192",48.27125,13.65041,13.65041,48.27125
"45922772.00","11",21,68,10,7,6.68,17.6,0,1.8,66.2,198,15.4,NA,"61",48.00164,13.63132,13.63132,48.00164
"45902778.00","5",15,29,56,4.56,4.31,28.9,1,2.5,20.5,65.3,7.8,NA,"72",48.05646,13.60837,13.60837,48.05646
"45902768.00","7",30,52,19,4.98,4.36,24.7,0,2.6,14.5,180.6,15.4,NA,"87",47.96656,13.60182,13.60182,47.96656
"45882646.00","19",12,32,56,5.54,5.23,48.7,1,4.9,15.9,88.3,11.6,NA,"46",46.87078,13.50046,13.50046,46.87078
"45882618.00","13",18,44,38,7.18,6.99,35.6,13,3.5,18.7,58.6,20.9,NA,"40",46.61897,13.48385,13.48385,46.61897
"45842808.00","13",26,62,12,7.52,7.08,21.4,9,2.3,20.3,112.2,19.8,NA,"68",48.32863,13.54681,13.54681,48.32863
"45842800.00","7",25,63,11,6.97,6.47,24.5,1,2.7,15.8,92.2,22.5,NA,"69",48.25693,13.5408,13.5408,48.25693
"45842754.00","24",21,43,36,7.37,6.89,26.1,13,2.7,70,152.2,20.1,NA,"66",47.84292,13.51371,13.51371,47.84292
"45822832.00","40",20,32,48,7.01,6.63,9.4,1,0.9,21.7,118.8,8.3,"many stones","170",48.54512,13.53503,13.53503,48.54512
"45822828.00","17",13,28,59,3.79,3.36,111.9,0,6,26.1,106.5,15.3,NA,"169",48.50919,13.53254,13.53254,48.50919
"45822796.00","18",38,47,15,6.3,5.99,37.6,2,3.9,36.9,72.1,38.1,NA,"73",48.22157,13.51466,13.51466,48.22157
"45802818.00","30",29,63,8,5.39,5.07,66.1,1,2.9,30.1,133.9,20.7,NA,"172",48.4202,13.49923,13.49923,48.4202
"45782636.00","28",4,16,80,6.96,6.58,24,6,2.2,36.2,57.1,9,NA,"464",46.78484,13.3626,13.3626,46.78484
"45762794.00","6",17,31,52,5.72,5.35,15.5,0,1.8,70.5,149.9,13.7,NA,"63",48.20622,13.43053,13.43053,48.20622
"45742826.00","3",18,77,5,5.36,4.5,17,2,2,0,60.4,8.3,NA,"1948",48.49459,13.42314,13.42314,48.49459
"45742784.00","36",21,35,44,5.96,5.57,29.8,1,2.8,19.5,69.9,16,NA,"60",48.11714,13.39763,13.39763,48.11714
"45742766.00","22",21,53,27,7.25,6.97,73.3,91,6.4,23.4,114.7,33.7,NA,"106",47.95543,13.38686,13.38686,47.95543
"45742754.00","31",28,49,23,5.23,3.94,17.1,0,1.4,0,47.4,11.8,NA,"65",47.84753,13.37966,13.37966,47.84753
"45742708.00","22",17,45,37,6.21,5.95,42.9,1,3.8,14.7,80.8,11.1,NA,"121",47.43406,13.35274,13.35274,47.43406
"45722796.00","2",19,41,40,5.13,4.5,22,0,2.2,10.6,80.9,8.1,NA,"62",48.22584,13.37799,13.37799,48.22584
"45722786.00","23",29,43,29,5.56,5,31.6,1,3.2,15.7,133.9,18.9,NA,"59",48.13598,13.37203,13.37203,48.13598
"45722724.00","15",28,46,26,5.57,5.21,51,0,5.5,26.3,91.2,18.6,NA,"120",47.57868,13.33551,13.33551,47.57868
"45702816.00","6",20,58,23,6.8,6.28,15.5,0,1.6,66.6,157.8,11.1,NA,"1950",48.40642,13.36307,13.36307,48.40642
"45702780.00","29",16,40,45,3.59,2.77,119.1,0,5.8,10.1,65,17.2,NA,"56",48.08287,13.34164,13.34164,48.08287
"45682806.00","40",17,56,26,7.58,7.24,17.4,201,1,13.1,128.9,13.4,"many stones","67",48.31737,13.33014,13.33014,48.31737
"45682788.00","32",17,35,48,3.9,3.22,71.2,0,3.6,10.4,54,14.9,NA,"58",48.15559,13.31952,13.31952,48.15559
"45682768.00","17",47,43,10,4.62,4.31,52.9,0,4.4,21.7,121.7,27.1,NA,"105",47.97585,13.30775,13.30775,47.97585
"45682752.00","12",33,41,26,5.24,4.72,39,0,3.8,26.4,62.3,19.8,NA,"64",47.83202,13.29848,13.29848,47.83202
"45662766.00","14",18,32,50,4.63,4.08,62,0,4,0,137.9,9.2,NA,"54",47.95867,13.27983,13.27983,47.95867
"45662728.00","8",44,48,8,5,4.62,44.9,0,5,0,287.3,21.3,NA,"119",47.61708,13.25811,13.25811,47.61708
"45642800.00","9",19,74,7,6.5,6.26,14.6,1,1.5,36.2,128.1,15.6,NA,"74",48.265125,13.272005,13.272005,48.265125
"45642750.00","29",23,54,24,5,4.66,52.6,0,3.7,34,135.1,9.7,NA,"107",47.81569,13.2441,13.2441,47.81569
"45642724.00","30",15,44,41,7.91,7.14,17.7,162,1.3,0,32.1,15.6,NA,"465",47.58189,13.22929,13.22929,47.58189
"45642708.00","4",10,47,43,7.32,7.02,30.9,19,3.1,10.7,29,14.4,NA,"129",47.43803,13.22032,13.22032,47.43803
"45622768.00","6",19,63,18,3.71,3.36,46,0,2.9,14.9,35.1,10.6,NA,"103",47.97823,13.22754,13.22754,47.97823
"45602806.00","6",20,45,36,6.95,6.57,19.1,1,2,36.5,141.5,12,NA,"1975",48.32035,13.22256,13.22256,48.32035
"45602780.00","43",0,0,0,3.52,2.97,201.1,0,9.3,57.1,133.9,18.1,"many stones","57",48.08684,13.20756,13.20756,48.08684
"45602694.00","11",23,48,29,7.5,7.1,26.7,34,2.9,0,55.3,19.4,NA,"131",47.31371,13.15972,13.15972,47.31371
"45582736.00","21",25,62,13,5.86,5.63,41.8,2,4.1,0,87.6,29.6,NA,"116",47.6921,13.1563,13.1563,47.6921
"45562754.00","20",21,51,27,5.77,5.52,28.3,2,3,23.1,100.1,20.3,NA,"49",47.85471,13.13955,13.13955,47.85471
"45562732.00","20",22,42,36,7.09,6.95,107.3,166,7.8,127.8,318.8,36.2,NA,"115",47.65689,13.12746,13.12746,47.65689
"45562730.00","13",32,46,22,6.1,5.76,43.9,1,4.4,12.7,136.7,26.5,NA,"117",47.63895,13.12637,13.12637,47.63895
"45542800.00","33",20,44,35,7.42,7.14,17.9,5,2,40.2,81.6,13.9,NA,"143",48.26915,13.13838,13.13838,48.26915
"45542794.00","14",18,70,12,7.56,7.05,15.9,11,1.8,61.2,193.3,13.3,NA,"144",48.21432,13.13535,13.13535,48.21432
"45542782.00","9",23,49,28,3.81,3.25,54.7,0,3,11.5,61.5,16.3,NA,"50",48.10713,13.12828,13.12828,48.10713
"45542694.00","10",17,47,36,6.16,5.75,36.6,2,3.7,11.8,89.5,9.5,NA,"149",47.31598,13.08048,13.08048,47.31598
"45522768.00","7",0,0,0,5.15,4.59,275.4,1,15.6,54.3,323.9,35.8,NA,"111",47.98207,13.09374,13.09374,47.98207
"45502742.00","4",34,57,9,5.66,4.86,45.1,1,4.5,20.4,75.2,18.2,NA,"110",47.74907,13.05302,13.05302,47.74907
"45502694.00","21",12,38,50,6.65,6.12,26.2,2,2.4,28.9,130.7,9,NA,"150",47.31747,13.02762,13.02762,47.31747
"45482768.00","6",18,43,39,5.69,5.31,32.3,0,3,50.2,154.1,14.1,NA,"112",47.98355,13.04025,13.04025,47.98355
"45482622.00","9",21,40,39,3.98,3.72,90,0,5.9,0,88.4,9.8,NA,"39",46.67059,12.96444,12.96444,46.67059
"45462768.00","3",23,37,40,5.42,5.22,38.9,0,4.2,29.3,100.8,17.8,NA,"113",47.9843,13.01346,13.01346,47.9843
"45462760.00","6",23,42,35,5.39,5.11,43.5,0,4.3,65.2,119.6,16.9,NA,"109",47.91238,13.00924,13.00924,47.91238
"45442782.00","15",19,63,18,5.1,4.81,25.5,1,2.9,24.3,115.4,11.3,NA,"134",48.1109,12.99412,12.99412,48.1109
"45442766.00","14",28,52,20,4.14,3.83,66.8,0,5,31.9,143.3,15.9,NA,"114",47.967,12.98563,12.98563,47.967
"45402772.00","14",5,31,64,7.06,6.67,26.3,6,1.4,13.1,250,7.2,NA,"126",48.02244,12.93524,12.93524,48.02244
"45362782.00","21",16,38,46,4.14,3.4,84.5,0,4.3,27.4,108.2,9.9,NA,"133",48.11377,12.88688,12.88688,48.11377
"45362638.00","4",5,35,61,7.45,7.08,22.9,26,2.4,11.7,33.8,13.7,NA,"463",46.81876,12.81553,12.81553,46.81876
"45342784.00","7",10,83,8,5.83,5.42,12.4,1,1.4,17.1,71.4,7,NA,"132",48.13265,12.86008,12.86008,48.13265
"45342706.00","8",27,55,18,6.16,5.66,24.5,1,2.9,0,41.1,11.8,NA,"122",47.43106,12.82209,12.82209,47.43106
"45322702.00","14",26,34,40,5.31,4.92,51.5,0,6.1,47.7,426.1,8.5,NA,"127",47.39576,12.79371,12.79371,47.39576
"45302690.00","10",8,68,24,5.07,4.95,17.6,1,2.1,17.8,44,5.1,NA,"148",47.28853,12.76157,12.76157,47.28853
"45302640.00","11",15,31,54,6.57,6.1,28.7,0,2.7,41.7,681.5,11.7,NA,"48",46.83878,12.73808,12.73808,46.83878
"45282706.00","17",20,34,46,5.14,5.1,52.1,2,5.1,27.9,317.6,10.9,NA,"141",47.43309,12.7427,12.7427,47.43309
"45242730.00","14",61,35,5,6.54,6.19,122.9,2,8.2,17.2,158.5,73.4,NA,"137",47.6503,12.70099,12.70099,47.6503
"45242722.00","28",0,0,0,4.72,4.34,230.4,1,13.4,22.9,109.2,26.5,NA,"124",47.57832,12.69729,12.69729,47.57832
"45122688.00","5",9,46,45,5.98,5.81,48.5,4,5.2,31.5,167.2,9.7,NA,"147",47.27631,12.52298,12.52298,47.27631
"45102712.00","38",12,31,57,6.03,5.71,40.5,3,3.9,11.3,0,12.9,NA,"145",47.4928,12.507,12.507,47.4928
"45062714.00","9",27,49,23,4.32,3.87,22.2,0,1.6,0,51.5,13.8,NA,"140",47.512,12.45483,12.45483,47.512
"45002716.00","42",16,31,53,4.66,4.32,53.2,0,5.1,29.1,124.7,8.4,NA,"135",47.53175,12.37611,12.37611,47.53175
"44922728.00","11",26,44,30,5.52,5.23,45.3,1,5.2,19.2,99.4,15.3,NA,"138",47.64195,12.27467,12.27467,47.64195
"44922684.00","5",7,44,49,5.9,5.33,27.5,1,2.9,11.7,36.8,6.7,NA,"146",47.24611,12.25739,12.25739,47.24611
"44882714.00","22",24,47,29,5.47,4.98,32.6,1,3,0,115.3,5.5,NA,"123",47.51712,12.21611,12.21611,47.51712
"44782710.00","24",15,36,49,7.04,6.85,35.9,17,3.1,0,73.8,13.9,NA,"130",47.48372,12.08202,12.08202,47.48372
"44642706.00","14",18,60,21,7.04,6.88,83.5,165,6.3,21,87.6,28.2,NA,"142",47.45112,11.89512,11.89512,47.45112
"44642700.00","36",10,39,51,7.27,7.03,34,31,2.9,39.2,26.8,13.5,NA,"128",47.39716,11.89316,11.89316,47.39716
"44622688.00","26",0,0,0,5.26,4.96,204.9,1,8.5,40,199.3,32.4,NA,"125",47.28965,11.86277,11.86277,47.28965
"44542698.00","3",10,52,38,7.17,7.12,35.4,68,3.6,18.4,52.4,19.6,NA,"198",47.38139,11.76021,11.76021,47.38139
"44462690.00","5",17,52,31,6.21,5.8,27.4,1,3.1,11.9,57.1,15,NA,"199",47.31105,11.65205,11.65205,47.31105
"44382686.00","13",10,52,38,4.53,4.31,45.8,1,3,22.4,75.2,10.5,NA,"200",47.27654,11.5453,11.5453,47.27654
"44302682.00","13",15,46,40,6.29,5.96,61.7,1,6.3,22.1,80.2,24.1,NA,"201",47.24208,11.43864,11.43864,47.24208
"44222684.00","20",20,63,17,7.39,7.14,48.1,38,5.1,14.9,61.7,30.7,NA,"202",47.26135,11.33359,11.33359,47.26135
"44142686.00","0",0,0,0,6.57,6.22,364.6,82,11.7,19.2,383.4,101.9,NA,"203",47.2807,11.22838,11.22838,47.2807
